Indicator,Type,Malware Families,Related Actors,Related Reports,Kill Chain
141.11.159.172,IP Address,njRATLime,--,--,Command & Control (C2)
rebelthumb.net,Domain,OSHelper,LABYRINTH CHOLLIMA,--,Installation > Command & Control (C2)
apple.tydbd.xyz,Domain,GoldPickaxe,--,--,--
172.67.215.152,IP Address,GoldPickaxe,--,--,--
118.107.40.63,IP Address,GoldPickaxe,--,--,--
118.107.40.85,IP Address,GoldPickaxe,--,--,--
oss-ap-southeast-1.aliyuncs.com,Domain,GoldPickaxe,--,--,--
118.107.40.60,IP Address,GoldPickaxe,--,--,--
188.114.97.14,IP Address,GoldPickaxe,--,--,--
103.137.23.174,IP Address,GoldPickaxe,--,--,--
188.114.96.12,IP Address,GoldPickaxe,--,--,--
118.107.40.97,IP Address,GoldPickaxe,--,--,--
188.114.97.12,IP Address,GoldPickaxe,--,--,--
apple.qskm.xyz,Domain,GoldPickaxe,--,--,--
156.251.184.102,IP Address,GoldPickaxe,--,--,--
104.21.16.200,IP Address,GoldPickaxe,--,--,--
188.114.96.14,IP Address,GoldPickaxe,--,--,--
103.123.133.1,IP Address,GoldPickaxe,--,--,--
156.251.184.105,IP Address,GoldPickaxe,--,--,--
118.107.40.100,IP Address,GoldPickaxe,--,--,--
156.251.173.10,IP Address,GoldPickaxe,--,--,--
118.107.40.105,IP Address,GoldPickaxe,--,--,--
103.137.23.187,IP Address,GoldPickaxe,--,--,--
175.198.204.244,IP Address,"NanoCore, njRAT, njRATLime",--,--,Command & Control (C2)
dizzyacn-27767.portmap.io,Domain,Quasar,--,--,Actions on Objectives
149.202.0.245,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
107.150.23.154,IP Address,AsyncRAT,--,--,Command & Control (C2)
165.227.186.39,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
ahmyth0081-62260.portmap.host,Domain,AhMyth,--,--,Actions on Objectives
seshealth.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
104.168.157.45,IP Address,--,STARDUST CHOLLIMA,--,Command & Control (C2)
email.instant-patch.online,Domain,--,STARDUST CHOLLIMA,--,Command & Control (C2)
signum.group-meeting.pro,Domain,--,STARDUST CHOLLIMA,--,Command & Control (C2)
support.group-meeting.pro,Domain,--,STARDUST CHOLLIMA,--,Command & Control (C2)
147.45.47.71,IP Address,Stealc,--,--,Installation > Command & Control (C2)
185.172.128.210,IP Address,Stealc,--,--,Installation > Command & Control (C2)
103.226.206.145,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
36.255.182.13,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
79.33.17.188,IP Address,Salityv3,SALTY SPIDER,--,--
fortfrnd.duckdns.org,Domain,Remcos,--,--,--
91.90.126.81,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
185.196.9.38,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
gov.pk.modp-pk.org,Domain,--,OUTRIDER TIGER,--,--
mail.army.lk.authowadashboardlogin.itsupport-gov.com,Domain,--,OUTRIDER TIGER,--,--
mofa.gov.pk.modp-pk.org,Domain,--,OUTRIDER TIGER,--,--
mail.mail.army.lk.authowadashboardlogin.itsupport-gov.com,Domain,--,OUTRIDER TIGER,--,--
mail.mofa.gov.pk.modp-pk.org,Domain,--,OUTRIDER TIGER,--,--
pk.modp-pk.org,Domain,--,OUTRIDER TIGER,--,--
mail.mofa.lc.owalogindashboard.itsupport-gov.com,Domain,--,OUTRIDER TIGER,--,--
219.157.177.64,IP Address,"CobaltStrike, panda_obfuscation_network",--,--,Delivery > Command & Control (C2)
111.229.142.238,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
8.130.124.10,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
61.223.114.161,IP Address,Salityv3,SALTY SPIDER,--,--
authapi-41985.portmap.host,Domain,Quasar,--,--,Actions on Objectives
31.28.44.182,IP Address,Salityv4,SALTY SPIDER,--,--
159.65.195.9,IP Address,Salityv3,SALTY SPIDER,--,--
evalio.duckdns.org,Domain,Quasar,--,--,Actions on Objectives
31.204.153.107,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
188.166.67.139,IP Address,Salityv4,SALTY SPIDER,--,--
27.188.19.32,IP Address,Salityv3,SALTY SPIDER,--,--
59.28.250.221,IP Address,Salityv4,SALTY SPIDER,--,--
91.92.253.191,IP Address,AsyncRAT,--,--,Command & Control (C2)
111.173.118.153,IP Address,Meterpreter,--,--,Command & Control (C2)
pizza.trauma.6g.in,Domain,Quasar,--,--,Actions on Objectives
45.77.45.243,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
128.65.199.127,IP Address,DarkComet,--,--,Command & Control (C2)
jtk.wps.bet,Domain,ChangemeRAT,--,--,Command & Control (C2)
aerh.azureedge.net,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
win-rar.click,Domain,--,--,--,--
138.124.184.254,IP Address,--,--,--,--
154.92.19.29,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
1first-cdn.com,Domain,--,--,--,--
45.61.139.19,IP Address,SystemBC,--,--,Command & Control (C2)
cdn.apps-cloudy.com,Domain,--,--,--,--
peleinufele.kozow.com,Domain,Remcos,--,--,--
38.255.47.153,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
archived.zapto.org,Domain,Remcos,--,--,--
193.142.58.28,IP Address,Warzone,--,--,Command & Control (C2)
65.108.20.227,IP Address,Rhadamanthys,--,--,Command & Control (C2)
sodez.ru,Domain,SmokeLoader,--,--,--
nidoe.org,Domain,SmokeLoader,--,--,--
uama.com.ua,Domain,SmokeLoader,--,--,--
oliviababaispesindeyine.net,Domain,Octo,--,--,--
oliviababaispesindeyinemiabi.net,Domain,Octo,--,--,--
oliviababaispesindeyinemiabicik7.net,Domain,Octo,--,--,--
oliviababaispesinde.com,Domain,Octo,--,--,--
188.119.66.80,IP Address,Octo,--,--,Command & Control (C2)
oliviababaispesindeyinemiabicik5.net,Domain,Octo,--,--,--
3.83.145.110,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
147.45.196.115,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
167.235.233.174,IP Address,Rhadamanthys,--,--,Command & Control (C2)
91.202.233.133,IP Address,"AsyncRAT, FsocietyCrypter",--,--,Installation > Command & Control (C2)
carameldecor.com,Domain,--,--,--,--
advanced.ip-scanner.co,Domain,--,--,--,--
142.202.242.172,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
103.233.8.98,IP Address,--,--,--,--
huana.me,Domain,--,--,--,--
story-character.gl.at.ply.gg,Domain,"AsyncRAT, Xworm",--,--,--
ryuk79.duckdns.org,Domain,Remcos,--,--,--
mrreport.duckdns.org,Domain,AsyncRAT,--,--,--
121.121.210.199,IP Address,Salityv4,SALTY SPIDER,--,--
myhousecam.ddns.net,Domain,MoDi RAT,--,--,Actions on Objectives
49.13.200.170,IP Address,AsyncRAT,--,--,Command & Control (C2)
snoetestbits.ignorelist.com,Domain,Quasar,--,--,Actions on Objectives
clausetestbits.chickenkiller.com,Domain,Quasar,--,--,Actions on Objectives
101.99.92.169,IP Address,"RisePro, SlashNext:SocialEngineering",--,--,Command & Control (C2) > Actions on Objectives
69.30.232.230,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
long-sun-22095.pktriot.net,Domain,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
drifajizo.fun,Domain,Lotus,LUNAR SPIDER,--,--
94.156.67.249,IP Address,Rhadamanthys,--,--,Command & Control (C2)
91.92.120.135,IP Address,"BeaverTail, InvisibleFerret",--,--,--
oneharhaprow.com,Domain,Zloader,--,--,--
wasshepbetet.com,Domain,Zloader,--,--,--
18.169.10.106,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
www.hooftrimmingtool.com,Domain,Remcos,--,--,--
154.197.124.87,IP Address,IPKillerBot,--,--,Command & Control (C2)
johnjo.ddnsgeek.com,Domain,AsyncRAT,--,--,--
147.78.103.93,IP Address,Rhadamanthys,--,--,Command & Control (C2)
37.120.213.201,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
194.32.122.32,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
pleasurecanbesafe.com,Domain,AmadeyLoader,--,--,--
iseberkis.com,Domain,Matanbuchus,--,--,Exploitation > Command & Control (C2)
dumingas.com,Domain,Matanbuchus,--,--,Exploitation > Command & Control (C2)
218.166.80.177,IP Address,Salityv3,SALTY SPIDER,--,--
zavevimunozejax.ragaz.co.za,Domain,PdfCaptchaLure21,--,--,Installation
feratamu.loheb.co.za,Domain,PdfCaptchaLure21,--,--,Installation
ser.nrovn.xyz,Domain,AsyncRAT,--,--,--
having-jackson.gl.at.ply.gg,Domain,Remcos,--,--,--
okta-crowdstrike.com,Domain,--,--,--,--
micorsoftonline.org,Domain,--,--,--,--
5.230.54.153,IP Address,--,--,--,--
185.172.128.19,IP Address,AmadeyLoader,--,--,Command & Control (C2)
q568envdl77x5us6sey6virjq.sleganio.live,Domain,--,--,--,--
outlook-office.live,Domain,--,--,--,--
mic0soft.store,Domain,--,--,--,--
172.86.122.225,IP Address,--,--,--,--
chukwuonye.duckdns.org,Domain,Remcos,--,--,--
103.151.43.62,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
abruszyt15.top,Domain,CryptBot,--,--,Delivery > Actions on Objectives
8.134.126.121,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
82.4.176.218,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
94.110.13.82,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
bomgyq61.top,Domain,CryptBot,--,--,Delivery > Actions on Objectives
95.248.106.214,IP Address,Salityv3,SALTY SPIDER,--,--
why69.ddns.net,Domain,AhMyth,--,--,Actions on Objectives
185.169.180.28,IP Address,AsyncRAT,--,--,Command & Control (C2)
124.206.204.87,IP Address,Salityv3,SALTY SPIDER,--,--
167.99.228.173,IP Address,MiniPythonConnectBackShell,--,--,Command & Control (C2) > Actions on Objectives
109.172.85.140,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
194.165.16.55,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
security-socks.expert,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
security-socks777.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
s.763217.xyz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
47.103.8.153,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
blm-wiki.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
jango-pulse.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
178.16.124.130,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
45.61.137.165,IP Address,Rhadamanthys,--,--,Command & Control (C2)
okta-zendesk.com,Domain,--,--,--,--
27.188.19.230,IP Address,Salityv3,SALTY SPIDER,--,--
admin.usaid2.org,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
links-finds.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
154.39.79.38,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
does-cow.gl.at.ply.gg,Domain,njRATLime,--,--,--
154.8.204.75,IP Address,VShell,--,--,Command & Control (C2)
mkys.duckdns.org,Domain,AsyncRAT,--,--,--
118.25.173.86,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
172.93.193.3,IP Address,Shindig,--,--,Command & Control (C2)
54.38.139.94,IP Address,Shindig,--,--,Command & Control (C2)
37.28.157.29,IP Address,Shindig,--,--,Command & Control (C2)
91.206.178.204,IP Address,Shindig,--,--,Command & Control (C2)
198.193.56.20,IP Address,Shindig,--,--,Command & Control (C2)
148.202.199.143,IP Address,Shindig,--,--,Command & Control (C2)
4.11.66.137,IP Address,Shindig,--,--,Command & Control (C2)
205.185.114.241,IP Address,Shindig,--,--,Command & Control (C2)
23.106.124.23,IP Address,Shindig,--,--,Command & Control (C2)
23.106.223.197,IP Address,Shindig,--,--,Command & Control (C2)
126.41.183.230,IP Address,Shindig,--,--,Command & Control (C2)
58.62.63.140,IP Address,Shindig,--,--,Command & Control (C2)
174.236.174.40,IP Address,Shindig,--,--,Command & Control (C2)
65.230.23.31,IP Address,Shindig,--,--,Command & Control (C2)
34.149.18.252,IP Address,Shindig,--,--,Command & Control (C2)
125.233.228.120,IP Address,Shindig,--,--,Command & Control (C2)
153.179.25.251,IP Address,Shindig,--,--,Command & Control (C2)
54.37.131.232,IP Address,Shindig,--,--,Command & Control (C2)
62.37.118.247,IP Address,Shindig,--,--,Command & Control (C2)
131.86.240.197,IP Address,Shindig,--,--,Command & Control (C2)
150.97.107.164,IP Address,Shindig,--,--,Command & Control (C2)
157.254.194.104,IP Address,Shindig,--,--,Command & Control (C2)
157.58.137.1,IP Address,Shindig,--,--,Command & Control (C2)
172.241.27.120,IP Address,Shindig,--,--,Command & Control (C2)
97.180.129.176,IP Address,Shindig,--,--,Command & Control (C2)
104.168.171.159,IP Address,Shindig,--,--,Command & Control (C2)
149.92.94.163,IP Address,Shindig,--,--,Command & Control (C2)
103.175.16.10,IP Address,Shindig,--,--,Command & Control (C2)
220.229.215.80,IP Address,Shindig,--,--,Command & Control (C2)
86.202.246.142,IP Address,Shindig,--,--,Command & Control (C2)
23.82.128.11,IP Address,Shindig,--,--,Command & Control (C2)
214.97.44.140,IP Address,Shindig,--,--,Command & Control (C2)
91.35.66.170,IP Address,Shindig,--,--,Command & Control (C2)
11.66.51.169,IP Address,Shindig,--,--,Command & Control (C2)
26.147.182.91,IP Address,Shindig,--,--,Command & Control (C2)
113.7.7.37,IP Address,Shindig,--,--,Command & Control (C2)
185.33.24.101,IP Address,Shindig,--,--,Command & Control (C2)
90.18.3.34,IP Address,Shindig,--,--,Command & Control (C2)
198.98.58.184,IP Address,Shindig,--,--,Command & Control (C2)
104.168.175.78,IP Address,Shindig,--,--,Command & Control (C2)
139.116.91.63,IP Address,Shindig,--,--,Command & Control (C2)
103.144.139.159,IP Address,Shindig,--,--,Command & Control (C2)
82.25.223.149,IP Address,Shindig,--,--,Command & Control (C2)
172.93.193.46,IP Address,Shindig,--,--,Command & Control (C2)
22.215.119.29,IP Address,Shindig,--,--,Command & Control (C2)
107.189.8.58,IP Address,Shindig,--,--,Command & Control (C2)
192.119.65.175,IP Address,Shindig,--,--,Command & Control (C2)
franceaero.awsmonitor.xyz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
20.117.169.244,IP Address,AsyncRAT,--,--,Command & Control (C2)
www.micshcnds.top,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
147.78.103.138,IP Address,Rhadamanthys,--,--,Command & Control (C2)
googlee.one,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
141.95.22.147,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
185.125.50.49,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
47.97.49.128,IP Address,AsyncRAT,--,--,Command & Control (C2)
38.47.220.132,IP Address,ChangemeRAT,--,--,Command & Control (C2)
103.148.59.190,IP Address,AsyncRAT,--,--,Command & Control (C2)
35.223.157.170,IP Address,AsyncRAT,--,--,Command & Control (C2)
memberdatamngment.cloud,Domain,--,--,--,--
operationnull.com,Domain,--,--,--,--
64.176.223.63,IP Address,--,--,--,--
192.64.85.14,IP Address,--,--,--,--
fileattchment.com,Domain,--,--,--,--
cbcnewstoday.com,Domain,--,--,--,--
80.78.24.69,IP Address,--,--,--,--
45.132.237.13,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
37.1.197.252,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
59.110.6.123,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
43.136.38.200,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
91.92.254.174,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
101.34.83.35,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
mexico2020.duckdns.org,Domain,njRAT,--,--,--
43.198.84.164,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
itself-lf.gl.at.ply.gg,Domain,Remcos,--,--,--
47.100.87.177,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
165.232.66.31,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
188.26.222.74,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
61.170.84.253,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
60.28.220.196,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
154.16.63.27,IP Address,"Adwind, Loda",--,--,Command & Control (C2) > Actions on Objectives
blue.o7lab.me,Domain,AsyncRAT,--,--,--
49.232.158.251,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
microsoft.kasperzky.xyz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
port.paltuhacker.com,Domain,"AsyncRAT, njRAT",--,--,--
103.103.126.162,IP Address,"AsyncRAT, Loda",--,--,Command & Control (C2) > Actions on Objectives
69.30.232.229,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
69.30.232.228,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
69.30.232.227,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
159.203.25.237,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
ipproxy49-45720.portmap.host,Domain,Quasar,--,--,Actions on Objectives
94.156.67.192,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
45.89.54.206,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
213.109.202.227,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
111.231.18.116,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
154.92.18.103,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
65.109.161.145,IP Address,Meterpreter,--,--,Command & Control (C2)
tulojegoxege.joopsoa.com,Domain,PdfCaptchaLure21,--,--,Installation
38.47.123.60,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
voxapizigiwa.yoyep.co.za,Domain,PdfCaptchaLure21,--,--,Installation
jibumi.yubit.co.za,Domain,PdfCaptchaLure21,--,--,Installation
103.5.210.28,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
sfqj321.buzz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
49.51.37.80,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
47.109.148.62,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
117.50.192.107,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
82.47.98.176,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
218.107.14.124,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
1.94.101.65,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
62.245.206.244,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
154.16.201.226,IP Address,RevengeRAT,--,--,Command & Control (C2)
51.81.105.38,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
159.223.220.165,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
47.76.150.79,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
asked-inexpensive.gl.at.ply.gg,Domain,"AsyncRAT, Xworm",--,--,--
keen-frost-16108.pktriot.net,Domain,AsyncRAT,--,--,--
120.46.207.190,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
112.124.40.35,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
sploo2.myftp.org,Domain,NanoCore,--,--,--
198.46.226.224,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
117.72.46.146,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
arpa.indiadreamdestinations.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
arpa.giodnews.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
142.171.227.68,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
rough-shape-56275.pktriot.net,Domain,MorphineRAT,--,--,--
78.169.132.219,IP Address,NanoCore,--,--,Command & Control (C2)
umfi.live,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
80.222.152.67,IP Address,"DarkComet, Quasar",--,--,Command & Control (C2) > Actions on Objectives
diwuvezixujan.wirut.co.za,Domain,PdfCaptchaLure21,--,--,Installation
13.55.236.179,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
tukch.duckdns.org,Domain,BitRAT,--,--,Actions on Objectives
86.126.176.83,IP Address,Salityv3,SALTY SPIDER,--,--
27.188.167.140,IP Address,Salityv3,SALTY SPIDER,--,--
119.164.180.84,IP Address,Salityv3,SALTY SPIDER,--,--
api.rpgregards.xyz,Domain,Rhadamanthys,--,--,--
69uiu06es5.execute-api.us-east-1.amazonaws.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
softwarehosts.com,Domain,--,--,--,--
onlinemailerservices.com,Domain,--,--,--,--
smtpcloudapp.com,Domain,--,--,--,--
194.4.50.133,IP Address,--,--,--,--
95.164.32.69,IP Address,--,--,--,--
5.252.23.52,IP Address,--,--,--,--
pack-rocket.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
saw-retrieval.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
portingo2-28564.portmap.host,Domain,Quasar,--,--,Actions on Objectives
portingo3-58660.portmap.host,Domain,Quasar,--,--,Actions on Objectives
portingo1-37788.portmap.host,Domain,Quasar,--,--,Actions on Objectives
wintervacationplanner.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
xn--eclab-1ta.com,Domain,--,--,--,--
xn--ecolb-0qa.com,Domain,--,--,--,--
91.202.233.150,IP Address,--,--,--,--
ecolab-hr.com,Domain,--,--,--,--
hr-busch.com,Domain,--,--,--,--
sdsaswa-37748.portmap.host,Domain,njRAT,--,--,--
attchfiledownloads.com,Domain,--,--,--,--
west2-1561.ad-check.net,Domain,"Pirpi, PirpiShell",GOTHIC PANDA,--,--
form-openings.gl.at.ply.gg,Domain,njRAT,--,--,--
94.156.67.106,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
49.92.123.66,IP Address,AsyncRAT,--,--,Command & Control (C2)
135.181.10.212,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
121.36.56.47,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
syroxoxxx.duckdns.org,Domain,DarkComet,--,--,--
178.189.236.19,IP Address,Meterpreter,--,--,Command & Control (C2)
128.140.114.116,IP Address,Rhadamanthys,--,--,Command & Control (C2)
94.156.8.83,IP Address,Rhadamanthys,--,--,Command & Control (C2)
sim.viewdocsfile.xyz,Domain,Rhadamanthys,--,--,--
45.137.22.252,IP Address,RedLineStealer,--,--,Command & Control (C2) > Actions on Objectives
94.158.178.144,IP Address,njRAT,--,--,Command & Control (C2)
inspiring-moon-99738.pktriot.net,Domain,DarkComet,--,--,--
code.nodesources.top,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
nifty-sky-11060.pktriot.net,Domain,DarkComet,--,--,--
api.uaabcvsolwgl.xyz,Domain,Rhadamanthys,--,--,--
stevendegraff.3utilities.com,Domain,Quasar,--,--,Actions on Objectives
weziba.ydeepty.com,Domain,PdfCaptchaLure21,--,--,Installation
xunleicloud.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
oixrv2gn.com,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
exam.nikosc.lol,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
september-sustainable.gl.at.ply.gg,Domain,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
188.240.71.252,IP Address,njRATLime,--,--,Command & Control (C2)
5.251.50.244,IP Address,njRAT,--,--,Command & Control (C2)
47.94.241.49,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
myxakoa.top,Domain,Octo,--,--,--
78.168.132.233,IP Address,DarkComet,--,--,Command & Control (C2)
uk2.localto.net,Domain,Quasar,--,--,Actions on Objectives
178.197.195.238,IP Address,AsyncRAT,--,--,Command & Control (C2)
139.180.192.219,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
154.3.1.95,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
45.74.36.78,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
85.239.238.79,IP Address,Meterpreter,--,--,Command & Control (C2)
wangli.cyou,Domain,AsyncRAT,--,--,--
147.135.119.220,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
94.156.8.225,IP Address,Rhadamanthys,--,--,Command & Control (C2)
awesome-bush-33072.pktriot.net,Domain,AsyncRAT,--,--,--
salonirang.duckdns.org,Domain,Remcos,--,--,--
salaudeen.gleeze.com,Domain,Remcos,--,--,--
185.236.203.102,IP Address,Remcos,--,--,Command & Control (C2)
reverseproxy.con-ip.com,Domain,AsyncRAT,--,--,--
microsoftsoftwarehub.xyz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
188.241.80.61,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
lemback.dns.navy,Domain,AsyncRAT,--,--,--
64.64.112.131,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
43.134.183.43,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
110.42.102.82,IP Address,ChangemeRAT,--,--,Command & Control (C2)
47.109.106.162,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
31.171.154.120,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
164.92.116.94,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
monojohn.webhop.biz,Domain,CobaltStrike,--,--,Delivery > Command & Control (C2)
1.14.247.162,IP Address,Meterpreter,--,--,Command & Control (C2)
43.138.112.226,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
banate.ph,Domain,DarkComet,--,--,--
54.242.17.54,IP Address,Metasploit,--,--,Reconnaissance > Weaponization > Delivery > Exploitation > Installation > Command & Control (C2)
112.47.168.28,IP Address,AhMyth,--,--,Command & Control (C2) > Actions on Objectives
rehaz1.ddns.net,Domain,NanoCore,--,--,--
market-been.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
barret.asselst.com,Domain,ChangemeRAT,--,--,Command & Control (C2)
tong.yxlt.us,Domain,ChangemeRAT,--,--,Command & Control (C2)
114.46.147.107,IP Address,Salityv3,SALTY SPIDER,--,--
5.133.193.35,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
hardcod3r.hopto.org,Domain,AhMyth,--,--,Actions on Objectives
66.203.112.167,IP Address,RisePro,--,--,Command & Control (C2) > Actions on Objectives
110.164.146.49,IP Address,Quasar,--,--,Command & Control (C2) > Actions on Objectives
string-balance.gl.at.ply.gg,Domain,AsyncRAT,--,--,--
47.102.151.229,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
202.182.127.214,IP Address,CobaltStrike,--,--,Delivery > Command & Control (C2)
124.106.197.167,IP Address,Meterpreter,--,--,Command & Control (C2)
peterzag63.ddns.net,Domain,Warzone,--,--,--
45.141.27.247,IP Address,AsyncRAT,--,--,Command & Control (C2)
zerato.amdc6766.net,Domain,HelloBot,--,--,--
